Notikuma identifikators;Vērtība;Lauka nosaukums
220696954;Asfaltbetons;Seguma veids
222081727;Asfaltbetons;Seguma veids
220700515;Asfaltbetons;Seguma veids
220695724;Asfaltbetons;Seguma veids
220450770;Asfaltbetons;Seguma veids
220439231;Asfaltbetons;Seguma veids
220564684;Asfaltbetons;Seguma veids
220629314;Asfaltbetons;Seguma veids
220636135;Asfaltbetons;Seguma veids
220572898;Asfaltbetons;Seguma veids
220588820;Asfaltbetons;Seguma veids
220521423;Skaidrs;Laika apstākļi
220641214;Apmācies;Laika apstākļi
220619560;Asfaltbetons;Seguma veids
220608242;Asfaltbetons;Seguma veids
220615338;Asfaltbetons;Seguma veids
220588911;Asfaltbetons;Seguma veids
220584149;Asfaltbetons;Seguma veids
220587260;Asfaltbetons;Seguma veids
220689523;Asfaltbetons;Seguma veids
220686264;Asfaltbetons;Seguma veids
220619003;Asfaltbetons;Seguma veids
220606149;Asfaltbetons;Seguma veids
220655494;Asfaltbetons;Seguma veids
220406513;Asfaltbetons;Seguma veids
220386323;Asfaltbetons;Seguma veids
220649870;Asfaltbetons;Seguma veids
220497764;Asfaltbetons;Seguma veids
220673112;Bruģis;Seguma veids
220671925;Asfaltbetons;Seguma veids
220677439;Asfaltbetons;Seguma veids
220681421;Asfaltbetons;Seguma veids
220613266;Bruģis;Seguma veids
220583500;Asfaltbetons;Seguma veids
220603902;Asfaltbetons;Seguma veids
220627664;Asfaltbetons;Seguma veids
220614236;Bruģis;Seguma veids
220642421;Asfaltbetons;Seguma veids
220620201;Asfaltbetons;Seguma veids
220638339;Asfaltbetons;Seguma veids
220433292;Asfaltbetons;Seguma veids
220495827;Asfaltbetons;Seguma veids
220506541;Asfaltbetons;Seguma veids
220502616;Bruģis;Seguma veids
220692862;Asfaltbetons;Seguma veids
220690602;Asfaltbetons;Seguma veids
220570756;Grunts;Seguma veids
220552443;Dažāds;Seguma veids
220642382;Asfaltbetons;Seguma veids
220613207;Asfaltbetons;Seguma veids
220695699;Asfaltbetons;Seguma veids
220480238;Bruģis;Seguma veids
220502049;Asfaltbetons;Seguma veids
220508418;Asfaltbetons;Seguma veids
220531208;Asfaltbetons;Seguma veids
220569971;Asfaltbetons;Seguma veids
220572680;Asfaltbetons;Seguma veids
220612097;Asfaltbetons;Seguma veids
220580058;Asfaltbetons;Seguma veids
220585561;Bruģis;Seguma veids
220592392;Asfaltbetons;Seguma veids
220672748;Asfaltbetons;Seguma veids
220686930;Bruģis;Seguma veids
220458926;Asfaltbetons;Seguma veids
220450002;Asfaltbetons;Seguma veids
220694150;Asfaltbetons;Seguma veids
220694299;Asfaltbetons;Seguma veids
220606948;Asfaltbetons;Seguma veids
220630738;Asfaltbetons;Seguma veids
220626103;Asfaltbetons;Seguma veids
220649640;Asfaltbetons;Seguma veids
220402201;Šķembas;Seguma veids
220422812;Asfaltbetons;Seguma veids
220428745;Asfaltbetons;Seguma veids
220422127;Asfaltbetons;Seguma veids
220411335;Asfaltbetons;Seguma veids
220478692;Asfaltbetons;Seguma veids
220481381;Asfaltbetons;Seguma veids
220489462;Asfaltbetons;Seguma veids
220520400;Asfaltbetons;Seguma veids
220447879;Asfaltbetons;Seguma veids
220471016;Asfaltbetons;Seguma veids
220561592;Asfaltbetons;Seguma veids
220547118;Asfaltbetons;Seguma veids
220550175;Dažāds;Seguma veids
220559458;Bruģis;Seguma veids
220576782;Asfaltbetons;Seguma veids
220548074;Asfaltbetons;Seguma veids
220696990;Asfaltbetons;Seguma veids
220633011;Asfaltbetons;Seguma veids
220634364;Asfaltbetons;Seguma veids
220663029;Asfaltbetons;Seguma veids
220600213;Grunts;Seguma veids
220540185;Asfaltbetons;Seguma veids
220574730;Asfaltbetons;Seguma veids
220574756;Šķembas;Seguma veids
220573482;Asfaltbetons;Seguma veids
220565159;Dažāds;Seguma veids
220555066;Asfaltbetons;Seguma veids
220540783;Bruģis;Seguma veids
220548976;Asfaltbetons;Seguma veids
220467683;Asfaltbetons;Seguma veids
220472049;Asfaltbetons;Seguma veids
220464129;Asfaltbetons;Seguma veids
220481687;Asfaltbetons;Seguma veids
220584595;Grants;Seguma veids
220393370;Asfaltbetons;Seguma veids
220397562;Asfaltbetons;Seguma veids
220643171;Asfaltbetons;Seguma veids
220658119;Asfaltbetons;Seguma veids
220391147;Asfaltbetons;Seguma veids
220472648;Asfaltbetons;Seguma veids
220446516;Asfaltbetons;Seguma veids
220445435;Asfaltbetons;Seguma veids
220469708;Asfaltbetons;Seguma veids
220374124;Asfaltbetons;Seguma veids
220686456;Asfaltbetons;Seguma veids
220688556;Asfaltbetons;Seguma veids
220697508;Asfaltbetons;Seguma veids
220697650;Asfaltbetons;Seguma veids
220700746;Asfaltbetons;Seguma veids
220409821;Asfaltbetons;Seguma veids
220414200;Asfaltbetons;Seguma veids
220418147;Bruģis;Seguma veids
220435628;Asfaltbetons;Seguma veids
220455724;Asfaltbetons;Seguma veids
220551837;Asfaltbetons;Seguma veids
220497049;Asfaltbetons;Seguma veids
220506632;Asfaltbetons;Seguma veids
220511955;Asfaltbetons;Seguma veids
220496241;Asfaltbetons;Seguma veids
220445163;Asfaltbetons;Seguma veids
220453350;Asfaltbetons;Seguma veids
220460321;Asfaltbetons;Seguma veids
220552640;Asfaltbetons;Seguma veids
220544845;Asfaltbetons;Seguma veids
220619933;Asfaltbetons;Seguma veids
220592491;Asfaltbetons;Seguma veids
220515692;Asfaltbetons;Seguma veids
220586268;Asfaltbetons;Seguma veids
220582862;Asfaltbetons;Seguma veids
220649231;Asfaltbetons;Seguma veids
220629695;Asfaltbetons;Seguma veids
220624490;Asfaltbetons;Seguma veids
220591383;Asfaltbetons;Seguma veids
220680180;Bruģis;Seguma veids
220666950;Asfaltbetons;Seguma veids
220667737;Asfaltbetons;Seguma veids
220586653;Asfaltbetons;Seguma veids
220679508;Asfaltbetons;Seguma veids
220476890;Asfaltbetons;Seguma veids
220474808;Grants;Seguma veids
220623048;Asfaltbetons;Seguma veids
220627179;Asfaltbetons;Seguma veids
220632712;Asfaltbetons;Seguma veids
220408179;Asfaltbetons;Seguma veids
220402905;Asfaltbetons;Seguma veids
220399360;Asfaltbetons;Seguma veids
220394138;Bruģis;Seguma veids
220465121;Asfaltbetons;Seguma veids
220468291;Asfaltbetons;Seguma veids
220658165;Asfaltbetons;Seguma veids
220657052;Dažāds;Seguma veids
220662315;Asfaltbetons;Seguma veids
220649238;Asfaltbetons;Seguma veids
220636574;Asfaltbetons;Seguma veids
220436239;Asfaltbetons;Seguma veids
220421719;Asfaltbetons;Seguma veids
220437820;Asfaltbetons;Seguma veids
220484206;Asfaltbetons;Seguma veids
220535726;Bruģis;Seguma veids
220518495;Asfaltbetons;Seguma veids
220573564;Asfaltbetons;Seguma veids
220568623;Bruģis;Seguma veids
220461724;Asfaltbetons;Seguma veids
220656279;Asfaltbetons;Seguma veids
220660462;Asfaltbetons;Seguma veids
220628707;Asfaltbetons;Seguma veids
220629961;Asfaltbetons;Seguma veids
220626294;Asfaltbetons;Seguma veids
220656827;Asfaltbetons;Seguma veids
220552097;Asfaltbetons;Seguma veids
220612897;Cementbetons;Seguma veids
220656466;Asfaltbetons;Seguma veids
220649160;Bruģis;Seguma veids
220428829;Asfaltbetons;Seguma veids
220434899;Asfaltbetons;Seguma veids
220664865;Grants;Seguma veids
220677290;Asfaltbetons;Seguma veids
220443751;Asfaltbetons;Seguma veids
220627320;Asfaltbetons;Seguma veids
220428266;Asfaltbetons;Seguma veids
220674941;Asfaltbetons;Seguma veids
220680288;Asfaltbetons;Seguma veids
220687771;Asfaltbetons;Seguma veids
220551626;Asfaltbetons;Seguma veids
220550470;Asfaltbetons;Seguma veids
220578900;Asfaltbetons;Seguma veids
220585230;Asfaltbetons;Seguma veids
220583886;Bruģis;Seguma veids
220649833;Asfaltbetons;Seguma veids
220650106;Asfaltbetons;Seguma veids
220509749;Asfaltbetons;Seguma veids
220697646;Asfaltbetons;Seguma veids
221257373;Asfaltbetons;Seguma veids
220698094;Asfaltbetons;Seguma veids
220514315;Asfaltbetons;Seguma veids
220671901;Asfaltbetons;Seguma veids
220563776;Asfaltbetons;Seguma veids
220526481;Asfaltbetons;Seguma veids
220526801;Asfaltbetons;Seguma veids
220685131;Asfaltbetons;Seguma veids
220673581;Asfaltbetons;Seguma veids
220687815;Asfaltbetons;Seguma veids
220619250;Asfaltbetons;Seguma veids
220614138;Asfaltbetons;Seguma veids
220457542;Asfaltbetons;Seguma veids
220444430;Asfaltbetons;Seguma veids
220641099;Asfaltbetons;Seguma veids
220697339;Asfaltbetons;Seguma veids
222081884;Asfaltbetons;Seguma veids
220458205;Asfaltbetons;Seguma veids
220656350;Asfaltbetons;Seguma veids
220663007;Asfaltbetons;Seguma veids
220662338;Asfaltbetons;Seguma veids
220646755;Asfaltbetons;Seguma veids
220695028;Asfaltbetons;Seguma veids
220438975;Asfaltbetons;Seguma veids
220439029;Asfaltbetons;Seguma veids
220424704;Asfaltbetons;Seguma veids
220659731;Asfaltbetons;Seguma veids
220474621;Grants;Seguma veids
220501060;Asfaltbetons;Seguma veids
220487267;Asfaltbetons;Seguma veids
220496425;Asfaltbetons;Seguma veids
220517722;Asfaltbetons;Seguma veids
220429140;Asfaltbetons;Seguma veids
220498762;Asfaltbetons;Seguma veids
220498777;Asfaltbetons;Seguma veids
220470881;Asfaltbetons;Seguma veids
220689192;Asfaltbetons;Seguma veids
220688712;Cementbetons;Seguma veids
220515385;Asfaltbetons;Seguma veids
220455605;Asfaltbetons;Seguma veids
220460251;Asfaltbetons;Seguma veids
220601338;Asfaltbetons;Seguma veids
220607946;Asfaltbetons;Seguma veids
220696765;Asfaltbetons;Seguma veids
220642645;Asfaltbetons;Seguma veids
220642007;Asfaltbetons;Seguma veids
220663716;Asfaltbetons;Seguma veids
220621538;Asfaltbetons;Seguma veids
220630848;Asfaltbetons;Seguma veids
220624596;Dažāds;Seguma veids
220631246;Asfaltbetons;Seguma veids
220433827;Asfaltbetons;Seguma veids
220608000;Asfaltbetons;Seguma veids
220682622;Asfaltbetons;Seguma veids
220670870;Asfaltbetons;Seguma veids
220672294;Asfaltbetons;Seguma veids
220671156;Asfaltbetons;Seguma veids
220663173;Bruģis;Seguma veids
220644186;Asfaltbetons;Seguma veids
220647516;Asfaltbetons;Seguma veids
220424228;Asfaltbetons;Seguma veids
220423149;Asfaltbetons;Seguma veids
220440618;Asfaltbetons;Seguma veids
220474937;Asfaltbetons;Seguma veids
220676404;Dažāds;Seguma veids
220666713;Asfaltbetons;Seguma veids
220680073;Asfaltbetons;Seguma veids
220678117;Asfaltbetons;Seguma veids
220490636;Asfaltbetons;Seguma veids
220496242;Asfaltbetons;Seguma veids
220522589;Asfaltbetons;Seguma veids
220578557;Asfaltbetons;Seguma veids
220558723;Asfaltbetons;Seguma veids
220563989;Asfaltbetons;Seguma veids
220581322;Asfaltbetons;Seguma veids
220562081;Asfaltbetons;Seguma veids
220676387;Asfaltbetons;Seguma veids
220654063;Asfaltbetons;Seguma veids
220584877;Asfaltbetons;Seguma veids
220547796;Asfaltbetons;Seguma veids
220658588;Sadursme;CSNg veids
220658686;Uzbraukšana šķērslim;CSNg veids
220659055;Uzbraukšana šķērslim;CSNg veids
220659090;Uzbraukšana šķērslim;CSNg veids
220635218;Uzbraukšana šķērslim;CSNg veids
220635443;Uzbraukšana šķērslim;CSNg veids
220635567;Sadursme;CSNg veids
220635611;Uzbraukšana šķērslim;CSNg veids
220656640;Uzbraukšana stāvošam tl;CSNg veids
220656827;Cits veids;CSNg veids
220656833;Uzbraukšana stāvošam tl;CSNg veids
220656842;Sadursme;CSNg veids
220656874;Sadursme;CSNg veids
220656902;Uzbraukšana stāvošam tl;CSNg veids
220656928;Sadursme;CSNg veids
220657065;Sadursme;CSNg veids
220625236;Uzbraukšana stāvošam tl;CSNg veids
220625329;Sadursme;CSNg veids
220621478;Sadursme;CSNg veids
220621670;Sadursme;CSNg veids
220655621;Uzbraukšana stāvošam tl;CSNg veids
220656044;Sadursme;CSNg veids
220611145;Cits veids;CSNg veids
220657312;Apgāšanās;CSNg veids
220651070;Skaidrs;Laika apstākļi
220652394;Skaidrs;Laika apstākļi
220533226;Skaidrs;Laika apstākļi
220521308;Apmācies;Laika apstākļi
220528036;Skaidrs;Laika apstākļi
220532095;Sniegs;Laika apstākļi
220533487;Apmācies;Laika apstākļi
220547060;Apmācies;Laika apstākļi
220506677;Saulains;Laika apstākļi
220527874;Saulains;Laika apstākļi
220517605;Apmācies;Laika apstākļi
220662096;Skaidrs;Laika apstākļi
220676856;Sniegs;Laika apstākļi
220389225;CITS IEMESLS;Iemesls
220405833;Sniegs;Laika apstākļi
220404828;Saulains;Laika apstākļi
220408972;Saulains;Laika apstākļi
220487721;Saulains;Laika apstākļi
220642487;Skaidrs;Laika apstākļi
220562539;Saulains;Laika apstākļi
220531996;Skaidrs;Laika apstākļi
220540533;Skaidrs;Laika apstākļi
220552443;Apmācies;Laika apstākļi
220464477;Skaidrs;Laika apstākļi
220465829;Apmācies;Laika apstākļi
220465212;Skaidrs;Laika apstākļi
220565795;Apmācies;Laika apstākļi
220522336;Saulains;Laika apstākļi
220507376;Apmācies;Laika apstākļi
220584093;Saulains;Laika apstākļi
220657517;Skaidrs;Laika apstākļi
220684838;Skaidrs;Laika apstākļi
220453905;Saulains;Laika apstākļi
220471043;Sniegs;Laika apstākļi
220467121;Skaidrs;Laika apstākļi
220550981;Skaidrs;Laika apstākļi
220557661;Apmācies;Laika apstākļi
220686930;Skaidrs;Laika apstākļi
220522953;Apmācies;Laika apstākļi
220535035;Saulains;Laika apstākļi
220532505;Saulains;Laika apstākļi
220476978;Skaidrs;Laika apstākļi
220546636;Saulains;Laika apstākļi
220644179;Apmācies;Laika apstākļi
220426516;Skaidrs;Laika apstākļi
220421211;Apmācies;Laika apstākļi
220436225;Skaidrs;Laika apstākļi
220425768;Skaidrs;Laika apstākļi
220493732;Skaidrs;Laika apstākļi
220546663;Sniegs;Laika apstākļi
220541424;Apmācies;Laika apstākļi
220578698;Saulains;Laika apstākļi
220568290;Sniegs;Laika apstākļi
220571017;Apmācies;Laika apstākļi
220678515;Sniegs;Laika apstākļi
220583099;Skaidrs;Laika apstākļi
220595390;Skaidrs;Laika apstākļi
220500411;Skaidrs;Laika apstākļi
220662535;Apmācies;Laika apstākļi
220550183;Saulains;Laika apstākļi
220536968;Saulains;Laika apstākļi
220567274;Apmācies;Laika apstākļi
220569922;Saulains;Laika apstākļi
220447474;Skaidrs;Laika apstākļi
220467213;Skaidrs;Laika apstākļi
220463846;Saulains;Laika apstākļi
220636345;Skaidrs;Laika apstākļi
220628731;Skaidrs;Laika apstākļi
220650053;Saulains;Laika apstākļi
220648770;Saulains;Laika apstākļi
220621538;Apmācies;Laika apstākļi
220625660;Apmācies;Laika apstākļi
220433827;Skaidrs;Laika apstākļi
220551448;Saulains;Laika apstākļi
220407620;Skaidrs;Laika apstākļi
220433292;Skaidrs;Laika apstākļi
220671177;Saulains;Laika apstākļi
220684484;Skaidrs;Laika apstākļi
220686190;Skaidrs;Laika apstākļi
220699282;Apmācies;Laika apstākļi
220563633;Skaidrs;Laika apstākļi
220511830;Sniegs;Laika apstākļi
220497702;Skaidrs;Laika apstākļi
220429945;Apmācies;Laika apstākļi
220414923;Saulains;Laika apstākļi
220416576;Saulains;Laika apstākļi
220412788;Skaidrs;Laika apstākļi
220399524;Saulains;Laika apstākļi
220485119;Apmācies;Laika apstākļi
220675754;Apmācies;Laika apstākļi
220600208;Saulains;Laika apstākļi
220567469;Saulains;Laika apstākļi
220575613;Saulains;Laika apstākļi
220547609;Saulains;Laika apstākļi
220548965;Apmācies;Laika apstākļi
220621397;Sniegs;Laika apstākļi
220616467;Apmācies;Laika apstākļi
220497950;Saulains;Laika apstākļi
220646613;Apmācies;Laika apstākļi
220487996;Apmācies;Laika apstākļi
220477615;Skaidrs;Laika apstākļi
220627320;Skaidrs;Laika apstākļi
220593769;Skaidrs;Laika apstākļi
220582862;Skaidrs;Laika apstākļi
220590358;Apmācies;Laika apstākļi
220590433;Skaidrs;Laika apstākļi
220589872;Apmācies;Laika apstākļi
220592607;Apmācies;Laika apstākļi
220667344;Apmācies;Laika apstākļi
220698937;Apmācies;Laika apstākļi
221811271;Skaidrs;Laika apstākļi
220639977;Skaidrs;Laika apstākļi
220586903;Skaidrs;Laika apstākļi
220589115;Saulains;Laika apstākļi
220565420;Skaidrs;Laika apstākļi
220489329;Skaidrs;Laika apstākļi
220570759;Apmācies;Laika apstākļi
220591302;Skaidrs;Laika apstākļi
220616599;Skaidrs;Laika apstākļi
220677409;Saulains;Laika apstākļi
220392525;Sniegs;Laika apstākļi
220576782;Saulains;Laika apstākļi
220560907;Skaidrs;Laika apstākļi
220700883;Saulains;Laika apstākļi
220458863;Skaidrs;Laika apstākļi
220449776;Apmācies;Laika apstākļi
220448514;Apmācies;Laika apstākļi
220456797;Apmācies;Laika apstākļi
220464363;Apmācies;Laika apstākļi
220554696;Saulains;Laika apstākļi
220587085;Apmācies;Laika apstākļi
220598232;Sniegs;Laika apstākļi
220667759;Apledojums;Laika apstākļi
220620201;Saulains;Laika apstākļi
220664257;Saulains;Laika apstākļi
220579736;Skaidrs;Laika apstākļi
220558628;Apmācies;Laika apstākļi
220561276;Apmācies;Laika apstākļi
220632918;Skaidrs;Laika apstākļi
220649053;Saulains;Laika apstākļi
220663716;Apmācies;Laika apstākļi
220659752;Sniegs;Laika apstākļi
220560499;Skaidrs;Laika apstākļi
220388703;Saulains;Laika apstākļi
220426940;Saulains;Laika apstākļi
220427838;Sniegs;Laika apstākļi
220429308;Skaidrs;Laika apstākļi
220393366;Apmācies;Laika apstākļi
220378578;Saulains;Laika apstākļi
220519012;Skaidrs;Laika apstākļi
220536416;Apmācies;Laika apstākļi
220538633;Apmācies;Laika apstākļi
220549272;Skaidrs;Laika apstākļi
220672896;Skaidrs;Laika apstākļi
220675653;Saulains;Laika apstākļi
220666625;Saulains;Laika apstākļi
220562994;Skaidrs;Laika apstākļi
220568326;Apmācies;Laika apstākļi
220451529;Saulains;Laika apstākļi
220462117;Skaidrs;Laika apstākļi
220439590;Sniegs;Laika apstākļi
220614189;Skaidrs;Laika apstākļi
220603629;Apmācies;Laika apstākļi
220642029;Skaidrs;Laika apstākļi
220389779;Apmācies;Laika apstākļi
220383447;Skaidrs;Laika apstākļi
220632931;Skaidrs;Laika apstākļi
220659513;Saulains;Laika apstākļi
220476940;Saulains;Laika apstākļi
220489016;Skaidrs;Laika apstākļi
220537269;Apmācies;Laika apstākļi
220562295;Skaidrs;Laika apstākļi
220643237;Saulains;Laika apstākļi
220647343;Skaidrs;Laika apstākļi
220584488;Skaidrs;Laika apstākļi
220458628;Skaidrs;Laika apstākļi
220425561;Sniegs;Laika apstākļi
220452332;Skaidrs;Laika apstākļi
220444627;Skaidrs;Laika apstākļi
220692763;Saulains;Laika apstākļi
220694299;Skaidrs;Laika apstākļi
220655621;Saulains;Laika apstākļi
220688667;Skaidrs;Laika apstākļi
220565327;Sniegs;Laika apstākļi
220581115;Lietus;Laika apstākļi
220589581;Apmācies;Laika apstākļi
220587260;Saulains;Laika apstākļi
220624779;Lietus;Laika apstākļi
220534727;Skaidrs;Laika apstākļi
220522816;Skaidrs;Laika apstākļi
220537786;Saulains;Laika apstākļi
220412162;Sniegs;Laika apstākļi
220414899;Apmācies;Laika apstākļi
220417741;Skaidrs;Laika apstākļi
220402201;Apmācies;Laika apstākļi
220400989;Skaidrs;Laika apstākļi
220421263;Skaidrs;Laika apstākļi
220631841;Skaidrs;Laika apstākļi
220676353;Skaidrs;Laika apstākļi
220605721;Skaidrs;Laika apstākļi
220669964;Skaidrs;Laika apstākļi
220690089;Skaidrs;Laika apstākļi
220591652;Skaidrs;Laika apstākļi
220401317;Saulains;Laika apstākļi
220414670;Apmācies;Laika apstākļi
220412227;Saulains;Laika apstākļi
220517273;Skaidrs;Laika apstākļi
220533172;Apmācies;Laika apstākļi
220606110;Skaidrs;Laika apstākļi
220612818;Saulains;Laika apstākļi
220606255;Sniegs;Laika apstākļi
220660399;Skaidrs;Laika apstākļi
220653902;Apmācies;Laika apstākļi
220539436;Apmācies;Laika apstākļi
220539765;Saulains;Laika apstākļi
220551837;Skaidrs;Laika apstākļi
220539249;Skaidrs;Laika apstākļi
220569971;Saulains;Laika apstākļi
220619530;Skaidrs;Laika apstākļi
220669553;Saulains;Laika apstākļi
220674997;Apmācies;Laika apstākļi
220683519;Apmācies;Laika apstākļi
220640655;Apmācies;Laika apstākļi
220640671;Apmācies;Laika apstākļi
220541001;Apmācies;Laika apstākļi
220552159;Saulains;Laika apstākļi
220585018;Apmācies;Laika apstākļi
220589712;Saulains;Laika apstākļi
220581535;Apmācies;Laika apstākļi
220598257;Skaidrs;Laika apstākļi
220605311;Saulains;Laika apstākļi
220554546;Saulains;Laika apstākļi
220510969;Sniegs;Laika apstākļi
220460812;Skaidrs;Laika apstākļi
220635315;Saulains;Laika apstākļi
220624879;Apmācies;Laika apstākļi
220624947;Apmācies;Laika apstākļi
220663937;Apmācies;Laika apstākļi
220650681;Apmācies;Laika apstākļi
220652001;Saulains;Laika apstākļi
220583137;Skaidrs;Laika apstākļi
220579366;Apmācies;Laika apstākļi
220590186;Lietus;Laika apstākļi
220591233;Skaidrs;Laika apstākļi
220593958;Apmācies;Laika apstākļi
220657026;Apmācies;Laika apstākļi
220538050;Skaidrs;Laika apstākļi
220552964;Saulains;Laika apstākļi
220539836;Apmācies;Laika apstākļi
220392990;Saulains;Laika apstākļi
220381121;Apmācies;Laika apstākļi
220576056;Saulains;Laika apstākļi
220562866;Sniegs;Laika apstākļi
220560257;Skaidrs;Laika apstākļi
220465991;Skaidrs;Laika apstākļi
220464731;Saulains;Laika apstākļi
220527423;Apmācies;Laika apstākļi
220604630;Sniegs;Laika apstākļi
220564413;Apmācies;Laika apstākļi
220470625;Skaidrs;Laika apstākļi
220462716;Skaidrs;Laika apstākļi
220465360;Skaidrs;Laika apstākļi
220527991;Skaidrs;Laika apstākļi
220661566;Apmācies;Laika apstākļi
220419923;Skaidrs;Laika apstākļi
220700867;Apmācies;Laika apstākļi
220621669;Apmācies;Laika apstākļi
220624503;Skaidrs;Laika apstākļi
220623513;Saulains;Laika apstākļi
220636814;Skaidrs;Laika apstākļi
220655603;Apmācies;Laika apstākļi
220654371;Skaidrs;Laika apstākļi
220517376;Lietus;Laika apstākļi
220488693;Lietus;Laika apstākļi
220510469;Skaidrs;Laika apstākļi
220582231;Saulains;Laika apstākļi
220609305;Apmācies;Laika apstākļi
220470766;Saulains;Laika apstākļi
220479604;Apmācies;Laika apstākļi
220694582;Saulains;Laika apstākļi
220700515;Saulains;Laika apstākļi
220657693;Skaidrs;Laika apstākļi
220659062;Apmācies;Laika apstākļi
220462992;Skaidrs;Laika apstākļi
220468269;Apledojums;Laika apstākļi
220662938;Skaidrs;Laika apstākļi
220395282;Skaidrs;Laika apstākļi
220380865;Apmācies;Laika apstākļi
220636335;Saulains;Laika apstākļi
220626025;Apmācies;Laika apstākļi
220608611;Apmācies;Laika apstākļi
220589017;Apmācies;Laika apstākļi
220582970;Skaidrs;Laika apstākļi
220669413;Skaidrs;Laika apstākļi
