Notikuma identifikators;TL kārtas numurs notikumā;TL veids;Marka;Modelis;Izlaiduma gads;Personas kārtas numurs notikumā;Statuss;Vecums (uz notikuma brīdi);Dzimums;Reibums;Miesas bojājumi
220380144;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220380226;1;Kvadracikls;XY;XUV-500;2009;1;Vadītājs;17;V;Nē;viegli miesas bojājumi
220380296;1;Vieglā;HYUNDAI;TUCSON;2006;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
220380296;2;Nedefinēts;;;;2;Citi;31;S;Nē;viegli miesas bojājumi
220380478;1;Kravas;MAN;TGE;2020;1;Vadītājs;32;V;Nē;bez miesas bojājumiem
220380614;1;Kravas;SCANIA;R 450;2018;1;Vadītājs;26;V;Nē;bez miesas bojājumiem
220380614;2;Piekabe;JYKI;V31;2018;3;;;;Nē;
220380614;3;Pārvietošanās līdzeklis ar elektromotoru;;;;2;Citi;15;V;Nē;viegli miesas bojājumi
220380804;1;Vieglā;LEXUS;IS 200;2001;2;Vadītājs;33;V;Nē;bez miesas bojājumiem
220380804;2;Autobuss;IRISBUS;AXER 12;2005;1;Vadītājs;38;V;Nē;bez miesas bojājumiem
220380865;1;Kravas;SCANIA;P94;1998;1;Vadītājs;36;V;Nē;bez miesas bojājumiem
220380964;1;Vieglā;FORD;FOCUS;2009;1;Vadītājs;36;V;Nē;bez miesas bojājumiem
220381058;1;Vieglā;AUDI;A6 AVANT;1998;1;Vadītājs;40;V;Nē;bez miesas bojājumiem
220381058;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220381121;1;Vieglā;VOLVO;S60;2003;1;Vadītājs;39;S;Nē;bez miesas bojājumiem
220381129;1;Vieglā;TOYOTA;LAND CRUISER;2004;1;Vadītājs;62;V;Nē;bez miesas bojājumiem
220381129;2;Vieglā;BMW;118;2005;2;Vadītājs;35;V;Nē;bez miesas bojājumiem
220381244;;;;;;1;Nenoskaidrots;;;Nē;bez miesas bojājumiem
220381261;1;Vieglā;TOYOTA;RAV4;2010;2;Citi;;V;Nē;bez miesas bojājumiem
220381261;2;Vieglā;OPEL;MOVANO AUTO-FORM;2017;1;Vadītājs;52;V;Nē;bez miesas bojājumiem
220381280;1;Vieglā;CHRYSLER;PACIFICA;2017;1;Vadītājs;54;V;Nē;bez miesas bojājumiem
220381281;1;Vieglā;HONDA;ACCORD;2006;1;Vadītājs;34;S;Nē;bez miesas bojājumiem
220381281;2;Vieglā;AUDI;A6 AVANT;1997;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220381336;1;Kravas;DODGE;RAM 1500;2019;1;Vadītājs;55;V;Nē;bez miesas bojājumiem
220381336;;;;;;2;Gājējs;63;S;Nē;viegli miesas bojājumi
220381455;1;Vieglā;AUDI;A6 AVANT;2001;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
220381455;2;Traktortehnika;;;;2;Vadītājs;20;V;Nē;bez miesas bojājumiem
220381615;1;Vieglā;VW;GOLF PLUS;2007;3;Vadītājs;55;S;Nē;smagi miesas bojājumi
220381615;1;Vieglā;VW;GOLF PLUS;2007;2;Pasažieris;46;S;Nē;smagi miesas bojājumi
220381615;2;Vieglā;OPEL;ASTRA SPORTS TOURER;2014;1;Vadītājs;44;V;Nē;bez miesas bojājumiem
220381662;1;Traktortehnika;AUDI;A6;2008;2;Vadītājs;54;V;Nē;bez miesas bojājumiem
220381662;1;Vieglā;AUDI;A6;2008;1;Vadītājs;53;V;Nē;smagi miesas bojājumi
220381822;1;Kravas;SCANIA;R 420;2008;1;Vadītājs;46;V;Nē;bez miesas bojājumiem
220381822;2;Puspiekabe;SCHMITZ;SCS 24;2007;2;;;;Nē;
220381878;1;Vieglā;RENAULT;ESPACE;2011;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
220381938;1;Vieglā;AUDI;A4 AVANT;2002;1;Vadītājs;57;S;Nē;bez miesas bojājumiem
220382011;1;Vieglā;HYUNDAI;I30;2014;1;Vadītājs;44;V;Nē;bez miesas bojājumiem
220382011;2;Vieglā;MERCEDES BENZ;230;1996;3;Vadītājs;26;S;Nē;bez miesas bojājumiem
220382011;3;Vieglā;VW;GOLF;2019;2;Vadītājs;40;V;Nē;bez miesas bojājumiem
220382029;1;Vieglā;FORD;GALAXY;2010;1;Vadītājs;31;S;Nē;bez miesas bojājumiem
220382098;1;Vieglā;TOYOTA;SIENNA;2011;2;Vadītājs;59;V;Nē;bez miesas bojājumiem
220382098;2;Kravas;MERCEDES BENZ;ACTROS 3241;2007;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
220382113;1;Vieglā;BMW;325;2007;1;Vadītājs;;V;Nē;bez miesas bojājumiem
220382113;2;Pārvietošanās līdzeklis ar elektromotoru;;;;2;Citi;;V;Nē;bez miesas bojājumiem
220382190;1;Vieglā;BMW;325;2008;1;Vadītājs;36;V;Nē;bez miesas bojājumiem
220382190;2;Velosipēds;;;;2;Velosipēda vadītājs;;V;Nē;bez miesas bojājumiem
220382202;1;Vieglā;MERCEDES BENZ;CLK 270;2004;1;Vadītājs;46;S;Nē;bez miesas bojājumiem
220382222;1;Vieglā;VW;GOLF;2008;1;Vadītājs;56;S;Nē;bez miesas bojājumiem
220382292;1;Vieglā;AUDI;S6;2001;1;Vadītājs;24;V;Nē;bez miesas bojājumiem
220382309;1;Vieglā;BMW;320;2010;3;Vadītājs;26;S;Nē;viegli miesas bojājumi
220382309;1;Vieglā;BMW;320;2010;2;Pasažieris;26;S;Nē;viegli miesas bojājumi
220382309;2;Vieglā;VW;PASSAT;2018;1;Vadītājs;44;V;Nē;bez miesas bojājumiem
220382320;1;Vieglā;VW;PASSAT;2015;1;Vadītājs;36;V;Nē;bez miesas bojājumiem
220382368;1;Vieglā;VW;JETTA;2006;1;Vadītājs;31;V;Nē;bez miesas bojājumiem
220382400;1;Kravas;VOLVO;FH;2019;1;Vadītājs;56;V;Nē;bez miesas bojājumiem
220382400;2;Piekabe;JYKI;V31;2019;2;;;;Nē;
220382521;1;Nedefinēts;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
220382656;1;Vieglā;BMW;320;2007;3;Pasažieris;0;S;Nē;viegli miesas bojājumi
220382656;1;Vieglā;BMW;320;2007;2;Vadītājs;25;V;Nē;bez miesas bojājumiem
220382656;2;Vieglā;PEUGEOT;3008;2012;1;Vadītājs;82;V;Nē;bez miesas bojājumiem
220382689;1;Vieglā;BMW;530;2001;2;Vadītājs;31;S;Nē;bez miesas bojājumiem
220382689;2;Vieglā;VW;SHARAN;2004;3;Vadītājs;56;V;Nē;bez miesas bojājumiem
220382689;3;Vieglā;OPEL;ASTRA SPORTS TOURER+;2017;1;Vadītājs;56;V;Nē;bez miesas bojājumiem
220382726;1;Vieglā;ŠKODA;OCTAVIA;2016;1;Vadītājs;57;S;Nē;bez miesas bojājumiem
220382785;1;Vieglā;MAZDA;CX-3;2021;1;Vadītājs;32;S;Nē;bez miesas bojājumiem
220382860;1;Kravas;RENAULT;D WIDE;2018;1;Vadītājs;58;V;Nē;bez miesas bojājumiem
220382860;2;Piekabe;ZASLAW;D-670A;2018;2;;;;Nē;
220383158;1;Vieglā;OPEL;VECTRA;2002;1;Īpašnieks;51;S;Nē;bez miesas bojājumiem
220383177;1;Kravas;MAN;TGE;2021;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
220383185;1;Motocikls;APRILIA;PEGASO 650;2001;1;Vadītājs;30;V;Nē;gājis bojā
220383185;1;Motocikls;APRILIA;PEGASO 650;2001;2;Pasažieris;20;S;Nē;smagi miesas bojājumi
220383216;1;Vieglā;BMW;640D XDRIVE;2014;1;Vadītājs;27;V;Nē;bez miesas bojājumiem
220383216;2;Vieglā;HONDA;ACCORD;2006;2;Vadītājs;39;V;Nē;viegli miesas bojājumi
220383296;1;Kravas;MERCEDES BENZ;SPRINTER 213;2003;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
220383296;2;Vieglā;TOYOTA;AVENSIS;2012;2;Vadītājs;29;V;Nē;bez miesas bojājumiem
220383311;1;Vieglā;BMW;525;2006;2;Vadītājs;29;S;Nē;bez miesas bojājumiem
220383311;2;Vieglā;MAZDA;3;2003;1;Vadītājs;49;V;Nē;bez miesas bojājumiem
220383317;1;Vieglā;PEUGEOT;307;;1;Vadītājs;;;Nē;bez miesas bojājumiem
220383344;1;Kravas;SCANIA;R144;1997;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
220383344;2;Piekabe;ZREMB;PC 130;2004;2;;;;Nē;
220383447;1;Pārvietošanās līdzeklis ar elektromotoru;;;;1;Citi;23;V;Nē;viegli miesas bojājumi
220383515;1;Vieglā;ŠKODA;KAROQ;2020;1;Vadītājs;69;V;Nē;bez miesas bojājumiem
220383538;1;Kravas;MAN;TGL 8.180;2006;1;Vadītājs;23;V;Nē;bez miesas bojājumiem
220383638;1;Vieglā;NISSAN;ALMERA;1998;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
220383638;2;Vieglā;MERCEDES BENZ;A180;2006;2;Vadītājs;36;V;Nē;bez miesas bojājumiem
220383643;1;Vieglā;VW;PASSAT;2010;1;Vadītājs;41;V;Nē;bez miesas bojājumiem
220383643;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220383666;1;Vieglā;VW;PASSAT;1998;1;Pasažieris;57;S;Jā;viegli miesas bojājumi
220383666;1;Vieglā;VW;PASSAT;1998;2;Pasažieris;76;S;Nē;viegli miesas bojājumi
220383666;1;Vieglā;VW;PASSAT;1998;3;Vadītājs;;V;Nē;bez miesas bojājumiem
220383817;1;Nedefinēts;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
220383841;1;Vieglā;OPEL;VECTRA;2002;1;Nenoskaidrots;33;V;Nē;viegli miesas bojājumi
220383841;1;Vieglā;OPEL;VECTRA;2002;2;Nenoskaidrots;21;V;Nē;viegli miesas bojājumi
220383841;1;Vieglā;OPEL;VECTRA;2002;3;Vadītājs;;;Nē;bez miesas bojājumiem
220383859;1;Vieglā;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
220384053;1;Kravas;SCANIA;R 450;2018;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
220384053;2;Puspiekabe;KRONE;SD;2018;2;;;;Nē;
220384156;1;Vieglā;HYUNDAI;I30;2012;1;Vadītājs;31;V;Nē;bez miesas bojājumiem
220384156;1;Vieglā;HYUNDAI;I30;2012;2;Pasažieris;7;V;Nē;viegli miesas bojājumi
220384156;2;Vieglā;TOYOTA;COROLLA;2021;3;Vadītājs;20;V;Nē;bez miesas bojājumiem
220384174;1;Autobuss;SOLARIS;URBINO 12;2015;1;Vadītājs;61;V;Nē;bez miesas bojājumiem
220384289;1;Vieglā;DACIA;LOGAN;2014;1;Vadītājs;77;V;Nē;bez miesas bojājumiem
220384289;2;Vieglā;BMW;330;2002;2;Vadītājs;33;V;Nē;bez miesas bojājumiem
220384344;1;Motocikls;;;;1;Vadītājs;35;V;Nē;viegli miesas bojājumi
220384350;1;Kravas;MAN;TGA 26.390;2006;2;Vadītājs;56;V;Nē;bez miesas bojājumiem
220384350;2;Vieglā;SUBARU;IMPREZA;2007;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
220384398;1;Vieglā;AUDI;A6 AVANT;1995;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
220384398;2;Vieglā;AUDI;A4;2006;2;Vadītājs;31;S;Nē;bez miesas bojājumiem
220384471;1;Vieglā;VOLVO;S60;2003;2;Vadītājs;27;V;Nē;bez miesas bojājumiem
220384471;2;Vieglā;VW;PASSAT;2017;1;Vadītājs;55;V;Nē;bez miesas bojājumiem
220384575;1;Kravas;MERCEDES BENZ;SPRINTER 311;2005;3;Vadītājs;57;V;Nē;bez miesas bojājumiem
220384575;2;Vieglā;AUDI;A4 AVANT;1999;2;Vadītājs;48;V;Nē;bez miesas bojājumiem
220384575;3;Kravas;VW;CADDY;2007;1;Vadītājs;49;V;Nē;bez miesas bojājumiem
220384594;1;Vieglā;VW;TOUAREG;2003;3;Vadītājs;;V;Nē;bez miesas bojājumiem
220384594;1;Vieglā;VW;TOUAREG;2003;2;Īpašnieks;22;S;Nē;bez miesas bojājumiem
220384594;2;Tramvajs;;;;1;Vadītājs;58;S;Nē;bez miesas bojājumiem
220384648;1;Vieglā;VW;GOLF;2004;1;Vadītājs;25;S;Nē;bez miesas bojājumiem
220384648;2;Pārvietošanās līdzeklis ar elektromotoru;;;;2;Velosipēda vadītājs;37;S;Jā;viegli miesas bojājumi
220384662;1;Vieglā;VOLVO;XC90;2011;1;Vadītājs;58;V;Nē;bez miesas bojājumiem
220384662;2;Pārvietošanās līdzeklis ar elektromotoru;;;;2;Citi;13;V;Nē;viegli miesas bojājumi
220384690;1;Kravas;MERCEDES BENZ;SPRINTER 316;2010;4;Vadītājs;67;V;Nē;bez miesas bojājumiem
220384690;2;Kravas;VOLVO;FM9;2004;3;Vadītājs;48;V;Nē;bez miesas bojājumiem
220384690;3;Kravas;SCANIA;R144;2001;1;Vadītājs;56;V;Nē;bez miesas bojājumiem
220384690;4;Vieglā;CHEVROLET;CAPTIVA;2007;2;Vadītājs;64;V;Nē;bez miesas bojājumiem
220384730;1;Vieglā;HYUNDAI;I20;2011;2;Vadītājs;65;S;Nē;bez miesas bojājumiem
220384730;2;Vieglā;HYUNDAI;COUPE;2000;1;Vadītājs;34;S;Nē;bez miesas bojājumiem
220384758;1;Vieglā;NISSAN;QASHQAI;2008;1;Vadītājs;71;V;Nē;bez miesas bojājumiem
220384758;;;;;;2;Gājējs;17;S;Nē;viegli miesas bojājumi
220384759;1;Autobuss;MERCEDES BENZ;0530G;2004;2;Vadītājs;55;V;Nē;bez miesas bojājumiem
220384759;2;Vieglā;MERCEDES BENZ;250;1992;1;Vadītājs;25;V;Nē;smagi miesas bojājumi
220384759;2;Vieglā;MERCEDES BENZ;250;1992;3;Pasažieris;18;V;Jā;smagi miesas bojājumi
220384778;1;Vieglā;TOYOTA;C-HR;2021;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
220384786;1;Vieglā;BMW;523;1996;1;Citi;33;V;Nē;bez miesas bojājumiem
220384786;1;Vieglā;BMW;523;1996;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220384817;1;Vieglā;VW;SHARAN;1999;2;Vadītājs;37;V;Nē;bez miesas bojājumiem
220384817;2;Vieglā;VW;CARAVELLE;2001;1;Vadītājs;52;V;Nē;bez miesas bojājumiem
220384981;1;Kvadracikls;;;;1;Vadītājs;34;V;Jā;viegli miesas bojājumi
220384994;1;Vieglā;BMW;525;2002;1;Vadītājs;20;V;Nē;bez miesas bojājumiem
220385076;1;Vieglā;TOYOTA;COROLLA;2003;1;Vadītājs;48;V;Nē;viegli miesas bojājumi
220385209;1;Vieglā;VW;PASSAT;2006;1;Vadītājs;35;S;Nē;bez miesas bojājumiem
220385228;1;Vieglā;BMW;530D;2017;1;Vadītājs;33;V;Nē;bez miesas bojājumiem
220385228;2;Velosipēds;;;;2;Velosipēda vadītājs;32;V;Nē;viegli miesas bojājumi
220385371;1;Kravas;VOLVO;FM12;2001;2;Vadītājs;58;V;Nē;bez miesas bojājumiem
220385371;2;Kravas;VOLVO;FH;2012;1;Vadītājs;54;V;Nē;bez miesas bojājumiem
220385371;3;Puspiekabe;SCHMITZ;SKI 24;2014;3;;;;Nē;
220385503;1;Vieglā;TOYOTA;PRIUS;2008;1;Vadītājs;44;V;Nē;bez miesas bojājumiem
220385503;;;;;;2;Gājējs;;V;Nē;bez miesas bojājumiem
220385599;1;Vieglā;MERCEDES BENZ;E320;2004;2;Vadītājs;48;S;Nē;bez miesas bojājumiem
220385599;2;Vieglā;AUDI;Q7;2016;1;Vadītājs;54;V;Nē;bez miesas bojājumiem
220385623;1;Vieglā;VW;CADDY LIFE;2008;1;Vadītājs;54;V;Nē;bez miesas bojājumiem
220385623;2;Vieglā;NISSAN;PULSAR;2017;2;Vadītājs;67;S;Nē;bez miesas bojājumiem
220385639;1;Kravas;SCANIA;P94;2003;1;Vadītājs;59;V;Nē;bez miesas bojājumiem
220385639;;;;;;2;Īpašnieks;34;V;Nē;bez miesas bojājumiem
220385704;1;Vieglā;OPEL;ASTRA;2003;1;Vadītājs;62;V;Nē;bez miesas bojājumiem
220385704;1;Vieglā;OPEL;ASTRA;2003;2;Pasažieris;58;S;Nē;viegli miesas bojājumi
220385754;1;Vieglā;VOLVO;V70;2008;1;Vadītājs;32;V;Nē;bez miesas bojājumiem
220385754;2;Vieglā;SUBARU;LEGACY;1999;2;Vadītājs;29;V;Nē;bez miesas bojājumiem
220385894;1;Vieglā;LANCIA;VOYAGER;2013;1;Vadītājs;40;V;Nē;bez miesas bojājumiem
220385911;1;Vieglā;BMW;316;2000;2;Vadītājs;26;V;Nē;bez miesas bojājumiem
220385911;2;Vieglā;PEUGEOT;3008;2019;1;Vadītājs;59;S;Nē;bez miesas bojājumiem
220385917;1;Vieglā;MERCEDES BENZ;C220;2008;1;Vadītājs;18;S;Nē;bez miesas bojājumiem
220385917;2;Vieglā;OPEL;ASTRA;2006;2;Vadītājs;53;S;Nē;bez miesas bojājumiem
220386049;1;Vieglā;MERCEDES BENZ;GLE 350 D 4MATIC;2018;1;Vadītājs;49;S;Jā;bez miesas bojājumiem
220386121;1;Kravas;VW;TRANSPORTER;2017;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
220386159;1;Vieglā;OPEL;CORSA-E;2018;2;Vadītājs;22;V;Nē;bez miesas bojājumiem
220386159;2;Tramvajs;;;;1;Vadītājs;42;S;Nē;bez miesas bojājumiem
220386207;1;Vieglā;FIAT;FIORINO;2010;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
220386207;2;Velosipēds;;;;2;Velosipēda vadītājs;14;V;Nē;bez miesas bojājumiem
220386311;1;Vieglā;AUDI;A4;1995;1;Vadītājs;41;S;Nē;bez miesas bojājumiem
220386323;1;Vieglā;MITSUBISHI;LANCER;2007;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220386323;2;Vieglā;TOYOTA;AURIS;2016;1;Vadītājs;44;S;Nē;bez miesas bojājumiem
220386342;1;Kravas;NISSAN;NAVARA;2019;2;Vadītājs;41;V;Nē;bez miesas bojājumiem
220386342;2;Kravas;SCANIA;R 500;2005;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
220386646;1;Kravas;VOLVO;FH12;1999;1;Vadītājs;61;V;Nē;bez miesas bojājumiem
220386646;2;Puspiekabe;LANGENDORF;SATBUE 20/23;1986;2;;;;Nē;
220386816;1;Vieglā;MERCEDES BENZ;300;1992;1;Vadītājs;55;V;Nē;bez miesas bojājumiem
220386816;2;Vieglā;MITSUBISHI;OUTLANDER;2005;2;Vadītājs;69;V;Nē;bez miesas bojājumiem
220386835;1;Vieglā;KIA;CEE D;2011;2;Vadītājs;36;V;Nē;bez miesas bojājumiem
220386835;;;;;;1;Gājējs;45;V;Nē;smagi miesas bojājumi
220386884;1;Vieglā;VOLVO;V70;2008;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220386884;2;Vieglā;VOLVO;XC60;2021;1;Vadītājs;39;S;Nē;bez miesas bojājumiem
220386888;1;Vieglā;ŠKODA;FELICIA;1995;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220386888;1;Vieglā;ŠKODA;FELICIA;1995;1;Īpašnieks;79;S;Nē;bez miesas bojājumiem
220386945;1;Vieglā;AUDI;Q7;2006;2;Vadītājs;32;V;Jā;bez miesas bojājumiem
220386945;2;Vieglā;VOLVO;XC60;2014;1;Vadītājs;46;S;Nē;bez miesas bojājumiem
220386958;1;Kravas vilcējs;MERCEDES BENZ;;2018;1;Vadītājs;64;V;Nē;bez miesas bojājumiem
220386958;1;Kravas vilcējs;MERCEDES BENZ;ACTROS;;1;Vadītājs;64;V;Nē;bez miesas bojājumiem
220386984;1;Vieglā;VW;GOLF;2007;2;Vadītājs;32;V;Nē;bez miesas bojājumiem
220386984;2;Vieglā;BMW;320;2001;1;Vadītājs;51;S;Nē;bez miesas bojājumiem
220387059;1;Vieglā;BMW;320D EFFICIENT DYNAM;2016;1;Vadītājs;27;V;Nē;bez miesas bojājumiem
220387059;2;Velosipēds;;;;2;Velosipēda vadītājs;14;S;Nē;viegli miesas bojājumi
220387157;1;Vieglā;NISSAN;QASHQAI;2010;2;Vadītājs;31;S;Nē;bez miesas bojājumiem
220387157;2;Vieglā;OPEL;ZAFIRA;2006;1;Vadītājs;50;S;Nē;bez miesas bojājumiem
220387242;1;Vieglā;MERCEDES BENZ;CLS 350;2013;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
220387254;1;Nedefinēts;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
220387258;1;Vieglā;LEXUS;ES300H;2019;1;Vadītājs;61;V;Nē;bez miesas bojājumiem
220387258;2;Vieglā;BMW;X5;2010;2;Vadītājs;26;V;Nē;bez miesas bojājumiem
220387276;1;Vieglā;AUDI;A4;1996;2;Vadītājs;56;S;Nē;bez miesas bojājumiem
220387276;2;Vieglā;VW;PASSAT VARIANT;1998;1;Vadītājs;44;V;Nē;bez miesas bojājumiem
220387327;1;Vieglā;HONDA;CIVIC;2007;1;Vadītājs;76;V;Nē;bez miesas bojājumiem
220387327;2;Vieglā;VOLVO;XC90;2004;2;Vadītājs;33;S;Nē;bez miesas bojājumiem
220387459;1;Vieglā;MERCEDES BENZ;E320;2004;1;Vadītājs;38;V;Nē;bez miesas bojājumiem
220387482;1;Vieglā;VW;CRAFTER;2014;1;Vadītājs;56;V;Nē;bez miesas bojājumiem
220387482;2;Kravas;ZIL;130;1993;2;Vadītājs;65;V;Nē;bez miesas bojājumiem
220387482;2;Kravas;ZIL;431412;1993;2;Vadītājs;65;V;Nē;bez miesas bojājumiem
220387541;1;Vieglā;HONDA;ACCORD TOURER;2011;1;Vadītājs;31;S;Nē;bez miesas bojājumiem
220387596;1;Vieglā;ŠKODA;SUPERB;2019;1;Vadītājs;41;V;Nē;bez miesas bojājumiem
220387596;2;Velosipēds;;;;2;Velosipēda vadītājs;11;V;Nē;bez miesas bojājumiem
220387633;1;Vieglā;FORD;GALAXY;2015;1;Vadītājs;36;S;Nē;bez miesas bojājumiem
220387633;2;Mopēds,motorollers;;;;2;Mopēdists;16;V;Nē;viegli miesas bojājumi
220387679;1;Vieglā;NISSAN;X TRAIL;2007;2;Vadītājs;33;V;Nē;bez miesas bojājumiem
220387679;2;Vieglā;VOLVO;XC60;2015;1;Vadītājs;40;S;Nē;bez miesas bojājumiem
220387682;1;Kravas;VW;CRAFTER;2009;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
220387682;2;Nedefinēts;;;;2;Citi;22;V;Nē;bez miesas bojājumiem
220387709;1;Vieglā;SEAT;ALTEA XL;2007;1;Vadītājs;50;S;Nē;bez miesas bojājumiem
220387709;;;;;;2;Gājējs;;V;Nē;bez miesas bojājumiem
220387715;1;Puspiekabe;KRONE;SD;2011;2;;;;Nē;
220387715;2;Kravas;DAF;FT XF;2013;1;Vadītājs;65;V;Nē;bez miesas bojājumiem
220387789;1;Kravas;MERCEDES BENZ;ATEGO;2020;1;Pasažieris;33;S;Nē;viegli miesas bojājumi
220387789;1;Kravas;MERCEDES BENZ;ATEGO;2020;2;Vadītājs;31;V;Nē;bez miesas bojājumiem
220387957;1;Vieglā;TOYOTA;COROLLA;2019;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
220387966;1;Vieglā;MERCEDES BENZ;ML 230;1999;1;Vadītājs;63;S;Nē;bez miesas bojājumiem
220387972;1;Vieglā;BMW;X5 XDRIVE40D;2017;1;Vadītājs;60;S;Nē;bez miesas bojājumiem
220387972;;;;;;2;Gājējs;21;S;Nē;viegli miesas bojājumi
220388051;1;Vieglā;TOYOTA;PRIUS;2011;1;Vadītājs;44;V;Nē;bez miesas bojājumiem
220388051;2;Vieglā;DODGE;GRAND CARAVAN;2007;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220388092;1;Motocikls;KAWASAKI;ZR 750;2009;1;Vadītājs;22;V;Nē;bez miesas bojājumiem
220388092;1;Motocikls;KAWASAKI;ZR 750;2009;2;Pasažieris;22;S;Nē;viegli miesas bojājumi
220388325;1;Kravas;RENAULT;MASTER;2018;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
220388325;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220388333;1;Vieglā;OPEL;ASTRA CARAVAN;1999;1;Vadītājs;68;V;Nē;bez miesas bojājumiem
220388416;1;Vieglā;VW;MULTIVAN;1996;1;Vadītājs;26;V;Nē;bez miesas bojājumiem
220388439;1;Nedefinēts;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
220388452;1;Vieglā;MERCEDES BENZ;E250;2014;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
220388480;1;Vieglā;AUDI;A3;2003;1;Vadītājs;29;S;Nē;bez miesas bojājumiem
220388480;2;Vieglā;;;;2;Vadītājs;;;Nē;bez miesas bojājumiem
220388553;1;Vieglā;AUDI;A3;2006;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220388553;2;Vieglā;TOYOTA;RAV4;2009;1;Vadītājs;42;S;Nē;bez miesas bojājumiem
220388702;1;Vieglā;PEUGEOT;307;2001;1;Pasažieris;7;S;Nē;bez miesas bojājumiem
220388702;1;Vieglā;PEUGEOT;307;2001;2;Vadītājs;23;S;Nē;bez miesas bojājumiem
220388703;1;Vieglā;VOLVO;V50;2007;2;Vadītājs;22;S;Nē;bez miesas bojājumiem
220388703;2;Vieglā;OPEL;ZAFIRA;2006;1;Vadītājs;71;V;Nē;bez miesas bojājumiem
220388767;1;Vieglā;AUDI;A4 AVANT;2000;1;Vadītājs;19;V;Nē;bez miesas bojājumiem
220388837;1;Vieglā;VW;PASSAT;2000;2;Vadītājs;25;V;Nē;bez miesas bojājumiem
220388837;2;Vieglā;VOLVO;S60;2006;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
220388947;1;Vieglā;FORD;FOCUS;2009;2;Vadītājs;22;V;Nē;bez miesas bojājumiem
220388947;2;Vieglā;FORD;C-MAX;2009;1;Vadītājs;36;V;Nē;bez miesas bojājumiem
220389171;1;Vieglā;VOLVO;XC90;2006;2;Vadītājs;32;S;Nē;bez miesas bojājumiem
220389171;2;Vieglā;VW;GOLF;2001;1;Vadītājs;49;V;Nē;bez miesas bojājumiem
220389225;1;Kvadracikls;KAWASAKI;KVF 300;2020;1;Vadītājs;12;V;Nē;viegli miesas bojājumi
220389353;1;Kravas;GAZ;3507;1991;1;Vadītājs;54;V;Nē;bez miesas bojājumiem
220389403;1;Vieglā;TOYOTA;LAND CRUISER;2007;1;Vadītājs;59;V;Nē;bez miesas bojājumiem
220389420;1;Vieglā;LEXUS;IS 250;2007;2;Vadītājs;44;V;Nē;bez miesas bojājumiem
220389420;2;Velosipēds;;;;1;Velosipēda vadītājs;53;V;Nē;bez miesas bojājumiem
220389423;1;Kravas;OPEL;MOVANO;2011;2;Vadītājs;50;V;Nē;bez miesas bojājumiem
220389423;2;Kravas;MERCEDES BENZ;ACTROS;2012;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
220389423;3;Puspiekabe;KRONE;SDP 27;2005;3;;;;Nē;
220389445;1;Velosipēds;;;;1;Velosipēda vadītājs;44;V;Nē;viegli miesas bojājumi
220389507;1;Vieglā;RENAULT;KANGOO;2009;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220389507;2;Kravas;RENAULT;MASTER;2018;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
220389563;1;Vieglā;TOYOTA;AVENSIS;2010;1;Vadītājs;62;V;Nē;bez miesas bojājumiem
